Plasmid_ID,Size_bp,size_group,tRNA_Group,Total_ARG_Count,log10_1p_ARG_count
NZ_CP026617.1,38161,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP027249.2,105591,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP027253.1,24018,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP035935.1,48560,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP035937.1,18761,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP028573.2,61751,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP041229.1,45460,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP078030.1,19843,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP079793.1,340235,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP078019.1,332451,≥100 kb,tRNA-,22.0,1.3617278360175928
NZ_CP078043.1,264416,≥100 kb,tRNA-,22.0,1.3617278360175928
NZ_CP078046.1,284005,≥100 kb,tRNA-,21.0,1.3424226808222062
NZ_CP038010.1,306131,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP031381.2,24268,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP031382.1,70101,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP042365.1,256887,≥100 kb,tRNA-,20.0,1.3222192947339193
NZ_CP043053.1,268263,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP043309.1,351885,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP040912.1,88002,<100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP044019.1,116992,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP045561.1,173972,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP046043.1,47094,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP046044.1,143035,≥100 kb,tRNA-,18.0,1.2787536009528289
NZ_CP045136.1,103629,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP045128.1,103629,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP045124.1,160891,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP045130.1,41086,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP045133.1,40439,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP045132.1,93847,<100 kb,tRNA-,17.0,1.255272505103306
NZ_CP045197.1,41393,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP044446.1,120957,≥100 kb,tRNA-,18.0,1.2787536009528289
NZ_CP044447.1,16151,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP044448.1,11746,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP044449.1,9322,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP044451.1,121603,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP044457.1,136195,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP044464.1,138456,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP044467.1,12109,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP044468.1,11821,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP044469.1,7346,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP044471.1,6354,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP044484.1,110146,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP044485.1,68525,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP044489.1,7333,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP044475.1,132305,≥100 kb,tRNA-,18.0,1.2787536009528289
NZ_CP044477.1,11416,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP044478.1,8743,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP044479.1,6415,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP048015.1,158867,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP041290.1,42489,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP041297.1,53584,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP039153.1,9137,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP039146.1,73803,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP039147.1,54764,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP061544.1,70378,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP061557.1,336046,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP061559.1,30725,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP061552.1,90596,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP061572.1,281459,≥100 kb,tRNA-,18.0,1.2787536009528289
NZ_CP061580.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP061583.1,134107,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP061585.1,74124,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP061587.1,6077,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP061594.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP061599.1,135194,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP061602.1,6077,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP061604.1,135196,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP061607.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP061614.1,135195,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP061618.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP061621.1,134105,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP061623.1,74130,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP061630.1,134106,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP061632.1,74124,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP061633.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP061635.1,134108,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP061637.1,74127,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP061638.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP061641.1,134105,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP061643.1,74127,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP061644.1,6162,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP061656.1,134099,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP061658.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP061662.1,75214,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP061663.1,6079,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP061668.1,6079,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP061677.1,74124,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP061673.1,290682,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP061680.1,6077,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP061684.1,134105,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP061686.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP061829.1,134107,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP048655.1,104003,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP048658.1,8610,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP048669.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP048661.1,148815,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP048662.1,19920,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP048665.1,11857,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP048672.1,105038,≥100 kb,tRNA-,9.0,1.0
NZ_CP048682.1,18507,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP048683.1,13956,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP066122.1,122921,≥100 kb,tRNA-,9.0,1.0
NZ_CP066120.1,43270,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP067021.1,283930,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP054138.1,206931,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP071318.1,87911,<100 kb,tRNA-,9.0,1.0
NZ_CP071767.1,148166,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP071768.1,54135,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP071769.1,178808,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP071772.1,178739,≥100 kb,tRNA-,18.0,1.2787536009528289
NZ_CP059559.1,45911,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP072550.1,250175,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP084305.1,7662,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP084302.1,145524,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP087717.1,283349,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP087718.1,43577,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP090068.1,187536,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP090384.1,47845,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP094257.1,84924,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP094260.1,51220,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP094261.1,70604,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP096123.1,59583,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP096121.1,333311,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP027659.1,237519,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP095410.1,8505,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP095411.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029006.1,262817,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP094542.1,87435,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP094544.1,7236,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP094546.1,98709,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP094556.1,100866,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP094557.1,61481,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP094558.1,14153,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP094560.1,8735,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP082144.1,287861,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP082146.1,4135,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP104737.1,27995,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP089039.1,317317,≥100 kb,tRNA-,20.0,1.3222192947339193
NZ_CP089045.1,258901,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP089052.1,313387,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP102936.1,90740,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP123767.1,43600,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP123919.1,47274,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP123920.1,35184,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP123921.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP123913.1,38106,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP123914.1,35184,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP123915.1,9012,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP123916.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP125670.1,241357,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP095868.1,285025,≥100 kb,tRNA-,9.0,1.0
NZ_CP130327.1,7661,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP130330.1,83648,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP121777.1,378197,≥100 kb,tRNA-,18.0,1.2787536009528289
NZ_CP121779.1,41087,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP121780.1,22357,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP121783.1,7579,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP121786.1,4135,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP133669.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP133667.1,47274,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP133668.1,35184,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP127889.1,13655,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP127920.1,10750,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP137749.1,14571,<100 kb,tRNA+,3.0,0.6020599913279624
NZ_CP137748.1,47273,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP137747.1,156925,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP114602.1,147173,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP114604.1,20756,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP114607.1,162095,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP114611.1,7639,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP114613.1,6726,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP139283.1,202864,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP139942.1,6079,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP139941.1,46767,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP140709.1,116745,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP140716.1,115006,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP140717.1,13627,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP135155.1,19700,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP135161.1,9837,<100 kb,tRNA+,2.0,0.47712125471966244
NZ_CP147683.1,318784,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP145907.1,28471,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP131868.1,15046,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP131874.1,283863,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP131879.1,133801,≥100 kb,tRNA+,3.0,0.6020599913279624
NZ_CP131880.1,120858,≥100 kb,tRNA+,1.0,0.3010299956639812
NZ_CP131881.1,8970,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP155549.1,8486,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP059552.1,25471,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP156773.1,90712,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP156796.1,9121,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP156779.1,90766,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP156805.1,122500,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP157982.1,220301,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_AP031567.1,134012,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP095359.1,50163,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP095361.1,48157,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP157427.1,3827372,≥100 kb,tRNA+,36.0,1.568201724066995
NZ_CP157433.1,131370,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP157437.1,96999,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP157443.1,413572,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP157445.1,49748,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP157449.1,48557,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP157453.1,49886,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP167785.1,41087,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP167779.1,41079,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP169370.1,112635,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP133048.1,43578,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP133049.1,39365,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP133056.1,47271,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP127322.1,275647,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP134573.1,77529,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP134575.1,77530,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP134584.1,205113,≥100 kb,tRNA-,9.0,1.0
NZ_CP134592.1,77294,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP134588.1,77212,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP171395.1,78284,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP171794.1,7244,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP171158.1,291314,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP171161.1,10532,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP137072.1,97180,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP175650.1,77820,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP175654.1,70401,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP175643.1,70100,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP178355.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP178357.1,200633,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP179871.1,162333,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP179873.1,13776,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP179874.1,177375,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP179881.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP179882.1,13932,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP179876.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP179879.1,13932,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP183241.1,64147,<100 kb,tRNA-,9.0,1.0
NZ_CP183894.1,72153,<100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP183891.1,94944,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP183892.1,59618,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP183898.1,162635,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP183912.1,86720,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP183914.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP183896.1,108676,≥100 kb,tRNA-,25.0,1.414973347970818
NZ_CP183901.1,86725,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP183902.1,7661,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP183905.1,98060,<100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP184586.1,184473,≥100 kb,tRNA+,12.0,1.1139433523068367
NZ_CP184588.1,77944,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP184592.1,78030,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP184594.1,184469,≥100 kb,tRNA+,12.0,1.1139433523068367
NZ_CP184610.1,78031,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP184612.1,78027,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP184614.1,78031,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP185732.1,90262,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP185733.1,11681,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP185770.1,8493,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP188771.1,202493,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP181855.1,178726,≥100 kb,tRNA-,18.0,1.2787536009528289
NZ_CP181858.1,178725,≥100 kb,tRNA-,18.0,1.2787536009528289
NZ_CP191158.1,6078,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP191159.1,2997,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP191663.1,75650,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP191649.1,302243,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP191657.1,41074,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP191670.1,302197,≥100 kb,tRNA-,20.0,1.3222192947339193
NC_010941.1,4236,<100 kb,tRNA-,1.0,0.3010299956639812
NC_010942.1,5685,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP013966.1,156086,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP016381.1,143348,≥100 kb,tRNA-,17.0,1.255272505103306
NZ_CP031710.1,30787,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP031711.1,12086,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP031712.1,12273,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP033125.1,12698,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP033130.1,311749,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP033131.1,59191,<100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP033132.1,8773,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP022170.1,195805,≥100 kb,tRNA-,17.0,1.255272505103306
NZ_CP022176.1,216870,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP028566.1,38976,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP028565.1,32665,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP028567.2,241090,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP022716.1,7699,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_AP019196.1,153814,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_AP019197.1,53629,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_AP019194.1,39071,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP038464.1,165134,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP038466.1,165134,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP047963.1,283486,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP038450.1,199818,≥100 kb,tRNA-,9.0,1.0
NZ_AP022242.1,153814,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_AP022243.1,53629,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_AP022253.1,39071,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_AP022255.1,58136,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_AP023399.1,134822,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_AP023400.1,80071,<100 kb,tRNA-,13.0,1.146128035678238
NZ_AP023401.1,61502,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP060033.1,63500,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP063067.1,11024,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_AP024138.1,49174,<100 kb,tRNA-,13.0,1.146128035678238
NZ_CP066814.1,111631,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP060812.1,186242,≥100 kb,tRNA-,9.0,1.0
NZ_CP060813.1,90430,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP067418.1,373184,≥100 kb,tRNA+,10.0,1.0413926851582251
NZ_CP068233.1,110559,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_AP024404.1,80262,<100 kb,tRNA-,13.0,1.146128035678238
NZ_CP049831.1,286000,≥100 kb,tRNA-,9.0,1.0
NZ_CP050188.1,252699,≥100 kb,tRNA-,9.0,1.0
NZ_AP024949.1,66313,<100 kb,tRNA-,10.0,1.0413926851582251
NZ_AP024950.1,42798,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_AP024942.1,65156,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_AP024943.1,21872,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP075565.1,9182,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP091180.1,9639,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP091177.1,113450,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP091179.1,26128,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP031867.1,5470,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP031868.1,4063,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP095286.1,6388,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP095281.1,96480,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP095285.1,18193,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP100393.1,243752,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_AP026371.1,51711,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_AP026372.1,8281,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_AP026377.1,31080,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_AP026404.1,38574,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_AP026405.1,36687,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP104653.1,123124,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_AP026896.1,4944632,≥100 kb,tRNA+,14.0,1.1760912590556813
NZ_CP118441.1,202956,≥100 kb,tRNA-,20.0,1.3222192947339193
NZ_CP118700.1,39080,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP118703.1,9512,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP118701.1,176681,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP118989.1,243463,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP118990.1,208934,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP118940.1,220105,≥100 kb,tRNA-,20.0,1.3222192947339193
NZ_CP118994.1,49073,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP118943.1,40641,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP118945.1,193000,≥100 kb,tRNA-,21.0,1.3424226808222062
NZ_CP118944.1,100830,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP119765.1,29453,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP121793.1,296497,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP121792.1,230178,≥100 kb,tRNA-,25.0,1.414973347970818
NZ_CP140793.1,56092,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP140794.1,114463,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP143515.1,327540,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_AP027932.1,5415,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP119432.1,39028,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP119434.1,70811,<100 kb,tRNA-,9.0,1.0
NZ_CP144177.1,250861,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP144182.1,27771,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP180565.1,196803,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP180567.1,6760,<100 kb,tRNA+,1.0,0.3010299956639812
NZ_CP180560.1,196803,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP180562.1,6760,<100 kb,tRNA+,1.0,0.3010299956639812
NZ_CP190051.1,5360,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP190052.1,4453,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP190054.1,7674,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP190063.1,5148,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP190065.1,5148,<100 kb,tRNA-,1.0,0.3010299956639812
