GCF_ID,Plasmid_ID,Length,Total_tRNA,sample_id,num_contigs,size,gc,md5,rep_type(s),rep_type_accession(s),relaxase_type(s),relaxase_type_accession(s),mpf_type,mpf_type_accession(s),orit_type(s),orit_accession(s),predicted_mobility,mash_nearest_neighbor,mash_neighbor_distance,mash_neighbor_identification,primary_cluster_id,secondary_cluster_id,predicted_host_range_overall_rank,predicted_host_range_overall_name,observed_host_range_ncbi_rank,observed_host_range_ncbi_name,reported_host_range_lit_rank,reported_host_range_lit_name,associated_pmid(s),has_tRNA,mobility_status,size_group
GCF_037914945.1,NZ_CP149788.1,396905,1,"NZ_CP149788.1 Haloterrigena salinisoli strain KLK7 plasmid unnamed1, complete sequence",1.0,396905.0,0.5948476335647069,9ee9cddd0779c77ed09fdc25c4efee5d,-,-,-,-,-,-,-,-,non-mobilizable,LT559121,0.295981,Nonomuraea gerenzanensis,AF859,AP862,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_001989615.1,NZ_CP019069.1,120563,1,"NZ_CP019069.1 Halorientalis sp. IM1011 plasmid pHOS100, complete sequence",1.0,120563.0,0.6517422426449242,0051ebb296d35fb0ef28b95656138962,-,-,-,-,-,-,-,-,non-mobilizable,NC_015162,0.295981,Deinococcus proteolyticus MRP,AE550,AO354,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_003342695.1,NZ_CP031152.1,91783,8,"NZ_CP031152.1 Haloplanus rubicundus strain CBA1113 plasmid pCBA1113-02, complete sequence",1.0,91783.0,0.5886819999346284,7a50fc89198d9849462be04f17a1163d,-,-,-,-,-,-,-,-,non-mobilizable,AP012038,0.295981,Acidiphilium multivorum AIU301,AD777,AN432,-,-,-,-,-,-,-,True,available,<100 kb
GCF_003721175.2,NZ_CP054708.1,602938,1,"NZ_CP054708.1 Halarchaeum sp. CBA1220 plasmid pCBA1220-01, complete sequence",1.0,602938.0,0.6910179819483927,fb89528bd9ba0e3e461915290b3fac4a,-,-,-,-,-,-,-,-,non-mobilizable,NC_019326,0.295981,Arthrobacter sp. 31.31,AB567,AK405,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_003721175.2,NZ_CP054709.1,419060,1,"NZ_CP054709.1 Halarchaeum sp. CBA1220 plasmid pCBA1220-02, complete sequence",1.0,419060.0,0.6399751825514246,d7a31920a37d38e412d0f58b5ff67db6,-,-,-,-,MPF_T,NC_015955_00540,-,-,non-mobilizable,LR134469,0.295981,Tsukamurella tyrosinosolvens,AG083,AQ099,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_003721175.2,NZ_CP054710.1,132808,1,"NZ_CP054710.1 Halarchaeum sp. CBA1220 plasmid pCBA1220-03, complete sequence",1.0,132808.0,0.5976974278657912,37a365ee56df8dccdd5af7806f7fd08b,-,-,-,-,-,-,-,-,non-mobilizable,CP033429,0.295981,Burkholderia gladioli,AF426,AP374,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_004114375.1,NZ_CP034691.1,117216,1,"NZ_CP034691.1 Halorubrum sp. BOL3-1 plasmid p117, complete sequence",1.0,117216.0,0.5481845481845482,e2659258dfb0ea9502c7068106528256,-,-,-,-,-,-,-,-,non-mobilizable,NC_008537,0.295981,Arthrobacter sp. FB24,AA165,AH813,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_019879105.1,NZ_CP082247.1,891417,1,"NZ_CP082247.1 Natrinema sp. SYSU A 869 plasmid unnamed1, complete sequence",1.0,891417.0,0.576678479320004,724e757aa7540108608ef1d93b0e6112,-,-,-,-,-,-,-,-,non-mobilizable,CP012556,0.295981,Raoultella ornithinolytica,AC213,AL312,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_019879105.1,NZ_CP082248.1,881002,2,"NZ_CP082248.1 Natrinema sp. SYSU A 869 plasmid unnamed2, complete sequence",1.0,881002.0,0.5642223286666772,bbef2976be1fdd40acd892f3315b8055,-,-,-,-,MPF_T,"NC_019963_00206,NC_019963_00204",-,-,non-mobilizable,CP020043,0.295981,Streptomyces katrae,AD126,AM567,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_020405245.1,NZ_CP084467.1,524325,1,"NZ_CP084467.1 Halomicrobium salinisoli strain TH30 plasmid unnamed1, complete sequence",1.0,524325.0,0.6502398321651648,4530ae17ec12d9ba5f6a8deca1c69056,-,-,-,-,-,-,-,-,non-mobilizable,CP007745,0.295981,Burkholderia cepacia ATCC 25416,AF428,AP376,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_021431925.1,NZ_CP090373.1,135778,1,"NZ_CP090373.1 Halobaculum sp. CBA1158 plasmid pCBA1158-2, complete sequence",1.0,135778.0,0.5775530645612691,cfd69530c61c6a5ef67349b9590ee36d,-,-,-,-,MPF_T,NC_002608_00127,-,-,non-mobilizable,CP000929,0.295981,Caulobacter sp. K31,AG154,AQ175,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_040435975.1,NZ_CP159205.1,211126,13,"NZ_CP159205.1 Halobacterium sp. NMX12-1 plasmid pNMX12-1_211, complete sequence",1.0,211126.0,0.5859913037712077,1020a330dc65541e611dce1fd3c71a86,-,-,-,-,-,-,-,-,non-mobilizable,AP012038,0.295981,Acidiphilium multivorum AIU301,AD777,AN432,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_049568665.1,NZ_CP145897.1,3058531,48,"NZ_CP145897.1 Haladaptatus sp. SPP-AMP-3 plasmid unnamed2, complete sequence",1.0,3058531.0,0.6266325239142582,fb364ff3a93697339e7616ce95f5b53d,-,-,-,-,-,-,-,-,non-mobilizable,CP021360,0.295981,Acidovorax carolinensis,AC615,AL879,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_049568665.1,NZ_CP145898.1,372797,1,"NZ_CP145898.1 Haladaptatus sp. SPP-AMP-3 plasmid unnamed3, complete sequence",1.0,372797.0,0.63269554207786,054ae5358ebd6ec4908185ab51b4aed2,-,-,-,-,-,-,-,-,non-mobilizable,CP033873,0.295981,Caulobacter sp. FWC26,AG155,AQ176,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_049568665.1,NZ_CP145902.1,412007,1,"NZ_CP145902.1 Haladaptatus sp. SPP-AMP-3 plasmid unnamed6, complete sequence",1.0,412007.0,0.577242619664229,26163b039fd260473717a3973fa93b85,-,-,-,-,-,-,-,-,non-mobilizable,CP019314,0.295981,Tateyamaria omphalii,AG437,AQ472,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_000018105.1,NC_009929.1,226680,1,"NC_009929.1 Acaryochloris marina MBIC11017 plasmid pREB4, complete sequence",1.0,226680.0,0.4587700723486854,93075f68338feca94e19cea9411300b8,-,-,MOBF,NC_009929_00047,MPF_T,NC_009929_00040,-,-,conjugative,CP000841,0.0,Acaryochloris marina MBIC11017,AE163,AN888,genus,Acaryochloris,genus,Acaryochloris,-,-,-,True,available,≥100 kb
GCF_000814345.1,NZ_CP010398.1,114848,1,"NZ_CP010398.1 Acinetobacter baumannii strain 6200 plasmid p6200-114.848kb, complete sequence",1.0,114848.0,0.4169336862635832,320f01403622c83ffeb4f2ae2b4eb112,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP010398,0.0,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_001026965.1,NZ_CP010780.1,112157,1,"NZ_CP010780.1 Acinetobacter baumannii strain XH386 plasmid pAB386, complete sequence",1.0,112157.0,0.4154979180969533,b4c4386859511fa8847060daa7bb09c2,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP010780,0.0,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_001895985.1,NZ_CP018257.1,110964,1,"NZ_CP018257.1 Acinetobacter baumannii strain AF-673 plasmid pAF-673, complete sequence",1.0,110964.0,0.4161259507588046,caabf360f5f13ece32fa4e47afccabef,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP026945,0.0,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_001922205.1,NZ_CP016296.1,110968,1,"NZ_CP016296.1 Acinetobacter baumannii strain CMC-CR-MDR-Ab4 plasmid pCMCVTAb1-Ab4, complete sequence",1.0,110968.0,0.4161650205464638,2fcbf1c9c6cf547b002bfd3cb7e76316,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP016296,0.0,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_001922225.1,NZ_CP016299.1,110967,1,"NZ_CP016299.1 Acinetobacter baumannii strain CMC-MDR-Ab59 plasmid pCMCVTAb1-Ab59, complete sequence",1.0,110967.0,0.4161417358313733,430cb80f63596dc7a8032d4c894c8f90,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP026945,0.0,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_001922245.1,NZ_CP016301.1,110967,1,"NZ_CP016301.1 Acinetobacter baumannii strain CMC-CR-MDR-Ab66 plasmid pCMCVTAb1-Ab66, complete sequence",1.0,110967.0,0.4161327241432137,e81c02d0000599886f113e75bfb5a856,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP016301,0.0,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_002006565.1,NZ_CP014688.1,526169,9,"NZ_CP014688.1 Acetobacter persici strain TMW2.1084 plasmid pAC1084_1, complete sequence",1.0,526169.0,0.5275586361036093,f68d29373d052bbc6f53e9ba9eba02f6,-,-,-,-,-,-,-,-,non-mobilizable,CP002436,0.295981,Pantoea sp. At-9b,AG296,AQ323,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_002082645.1,NZ_CP020585.1,111999,1,"NZ_CP020585.1 Acinetobacter baumannii strain CBA7 plasmid pCBA7_1, complete sequence",1.0,111999.0,0.4161287154349592,e3e44b855451797ef26e44ff80e970b4,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP020585,0.0,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_002157125.1,NZ_CP021367.1,269150,2,"NZ_CP021367.1 Acidovorax carolinensis strain P4 plasmid pACP4.1, complete sequence",1.0,269150.0,0.5837302619357235,ed2ff3caf9f7b15823ac2b74c7e59f91,rep_cluster_1676,001077__CP021363_00185,MOBP,NC_007949_00237,-,-,-,-,mobilizable,CP021367,0.0,Acidovorax carolinensis,AC615,AL878,phylum,Pseudomonadota,phylum,Pseudomonadota,-,-,-,True,available,≥100 kb
GCF_002157185.1,NZ_CP021363.1,258084,2,"NZ_CP021363.1 Acidovorax carolinensis strain P3 plasmid pACP3.1, complete sequence",1.0,258084.0,0.583674307589777,aa3d562a61dffb175811de7235012917,rep_cluster_1676,001077__CP021363_00185,MOBP,NC_007949_00237,-,-,-,-,mobilizable,CP021363,0.0,Acidovorax carolinensis,AC615,AL878,phylum,Pseudomonadota,phylum,Pseudomonadota,-,-,-,True,available,≥100 kb
GCF_002504145.1,NZ_CP018333.1,112773,1,"NZ_CP018333.1 Acinetobacter baumannii strain A1296 isolate A1296 plasmid pA1296_1, complete sequence",1.0,112773.0,0.4219361017264771,81cc703d0fb4fd022c53f04f128cbc1d,rep_cluster_718,002191__CP004359_00001,-,-,-,-,-,-,non-mobilizable,CP018333,0.0,Acinetobacter baumannii,AB114,AJ693,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_002761575.1,NZ_CP024125.1,110967,1,"NZ_CP024125.1 Acinetobacter baumannii strain AYP-A2 plasmid pAYP-A2, complete sequence",1.0,110967.0,0.4161597592076924,8d4c078c650ab145d63a9bc742207604,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP024125,0.0,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_002902885.1,NZ_CP026128.1,110754,1,"NZ_CP026128.1 Acinetobacter baumannii strain ABNIH28 plasmid pABA-1fe1, complete sequence",1.0,110754.0,0.4166621521570327,bcf0fe6bbb1e82046dbb628aa238655e,rep_cluster_718,002191__CP004359_00001,-,-,-,-,-,-,non-mobilizable,CP026128,0.0,Acinetobacter baumannii,AB114,AJ692,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_003264275.1,NZ_CP021327.1,112155,1,"NZ_CP021327.1 Acinetobacter baumannii strain XH386 plasmid pXH386, complete sequence",1.0,112155.0,0.4155231599126209,abc893499fa98333b725aff1813edd7f,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP021327,0.0,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_003431865.1,NZ_CP027182.1,105127,1,"NZ_CP027182.1 Acinetobacter baumannii strain AR_0070 plasmid unnamed4, complete sequence",1.0,105127.0,0.3935906094533278,f35ed28822d4352075dfb0ff0aac68af,rep_cluster_718,002191__CP004359_00001,"MOBP,MOBP","NZ_ALIG01000010_00048,NZ_AEOY01000096_00007",-,-,-,-,mobilizable,CP027182,0.0,Acinetobacter baumannii,AB114,AJ689,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_003522705.1,NZ_CP023025.1,113420,1,"NZ_CP023025.1 Acinetobacter baumannii strain 10324 plasmid pAba10324c, complete sequence",1.0,113420.0,0.4196702521601128,bb9d18d30e0d3526b8bef76b602037c5,rep_cluster_718,002191__CP004359_00001,-,-,-,-,-,-,non-mobilizable,CP023025,0.0,Acinetobacter baumannii,AB114,AJ691,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_003547115.1,NZ_CP027185.1,105128,1,"NZ_CP027185.1 Acinetobacter baumannii strain AR_0052 plasmid unnamed1, complete sequence",1.0,105128.0,0.3935963777490298,c3a589a5b493d7e85123aaae773e4060,rep_cluster_718,002191__CP004359_00001,"MOBP,MOBP","NZ_ALIG01000010_00048,NZ_AEOY01000096_00007",-,-,-,-,mobilizable,CP027185,0.0,Acinetobacter baumannii,AB114,AJ689,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_003948085.2,NZ_CP039342.1,55269,1,"NZ_CP039342.1 Acinetobacter baumannii strain TG31986 plasmid pTG31986, complete sequence",1.0,55269.0,0.3941088132587888,f7933c688c7c3c0fd24ded9c8e0ce317,-,-,-,-,-,-,-,-,non-mobilizable,CP039342,0.0,Acinetobacter baumannii,AG218,AQ239,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,<100 kb
GCF_003948455.2,NZ_CP039519.1,127784,1,"NZ_CP039519.1 Acinetobacter baumannii strain TG22653 plasmid pTG22653, complete sequence",1.0,127784.0,0.4090887748074876,680b8ab832454ed978a8e2080668454b,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP036284,0.0,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_003949115.2,NZ_CP039344.1,55268,1,"NZ_CP039344.1 Acinetobacter baumannii strain TG31302 plasmid pTG31302, complete sequence",1.0,55268.0,0.3941340377795469,bfbbfef15b4acf85cca0a16b98ae2b62,-,-,-,-,-,-,-,-,non-mobilizable,CP039344,0.0,Acinetobacter baumannii,AG218,AQ239,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,<100 kb
GCF_003949725.2,NZ_CP039931.1,84785,1,"NZ_CP039931.1 Acinetobacter baumannii strain TG29392 plasmid pTG29392_1, complete sequence",1.0,84785.0,0.374417644630536,5ac0e20e632e0228429bf5cc0c63c228,-,-,-,-,-,-,-,-,non-mobilizable,CP039931,0.0,Acinetobacter baumannii,AE271,AO017,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,<100 kb
GCF_003949725.2,NZ_CP039932.1,55269,1,"NZ_CP039932.1 Acinetobacter baumannii strain TG29392 plasmid pTG29392_2, complete sequence",1.0,55269.0,0.3941088132587888,18f0a5e04c9f37f7e800a0de583b4e58,-,-,-,-,-,-,-,-,non-mobilizable,CP039932,0.0,Acinetobacter baumannii,AG218,AQ239,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,<100 kb
GCF_004028375.1,NZ_CP034093.1,110713,1,"NZ_CP034093.1 Acinetobacter baumannii strain A52 plasmid pA52-1, complete sequence",1.0,110713.0,0.4072692457073695,816457d75211171d88b82e86984134b8,rep_cluster_718,002191__CP004359_00001,-,-,-,-,-,-,non-mobilizable,CP034093,0.0,Acinetobacter baumannii,AB114,AJ693,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_004194555.1,NZ_CP028139.1,133709,1,"NZ_CP028139.1 Acinetobacter baumannii strain NCIMB 8209 plasmid pAbNCIMB8209_134, complete sequence",1.0,133709.0,0.4013118039922518,c4efb9f092567cb1d75a91f95324b4ae,rep_cluster_718,002191__CP004359_00001,"MOBP,MOBP,MOBP","NZ_CM001803_00063,NZ_ALIG01000010_00048,NZ_AEOY01000096_00007",-,-,-,-,mobilizable,CP028139,0.0,Acinetobacter baumannii,AB412,AK182,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_004768705.1,NZ_CP038645.1,116047,1,"NZ_CP038645.1 Acinetobacter baumannii strain ACN21 plasmid unnamed1, complete sequence",1.0,116047.0,0.4162709936491249,a6cb6ac5f2f93e4a351f02bfa177dbed,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP038645,0.0,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_007107525.1,NZ_CP041590.1,145071,1,"NZ_CP041590.1 Acinetobacter baumannii strain J9 plasmid pJ9-3, complete sequence",1.0,145071.0,0.4103576869257122,34944028aab935b4f368434fefbde069,rep_cluster_718,002191__CP004359_00001,-,-,-,-,-,-,non-mobilizable,CP041590,0.0,Acinetobacter baumannii,AB114,AJ691,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_009740145.1,NZ_CP046537.1,112007,1,"NZ_CP046537.1 Acinetobacter baumannii strain XL380 plasmid unnamed, complete sequence",1.0,112007.0,0.4074298927745587,efc1dae90a6cbe256158d20ef3061b8d,rep_cluster_718,002191__CP004359_00001,MOBP,NZ_CM001803_00063,-,-,-,-,mobilizable,CP034093,0.0344723,Acinetobacter baumannii,AB114,AJ693,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_009914215.2,NZ_CP039845.2,471287,7,"NZ_CP039845.2 Acetobacter pasteurianus strain CICC 22518 plasmid pAP22518-1, complete sequence",1.0,471287.0,0.45849132269721,80a5ca353f8a8dc765912373b6357538,-,-,MOBP,NC_013210_00118,-,-,-,-,mobilizable,CP021923,0.219531,Acetobacter pasteurianus subsp. pasteurianus,AC524,AL744,family,Acetobacteraceae,family,Acetobacteraceae,-,-,-,True,available,≥100 kb
GCF_012272715.1,NZ_CP050905.1,110967,1,"NZ_CP050905.1 Acinetobacter baumannii strain DT-Ab057 plasmid unnamed1, complete sequence",1.0,110967.0,0.4161327241432137,24753dd3c877c30ce0e34503c62849d0,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP026945,2.38274e-05,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_012272735.1,NZ_CP050908.1,110967,1,"NZ_CP050908.1 Acinetobacter baumannii strain DT-Ab022 plasmid unnamed1, complete sequence",1.0,110967.0,0.4161327241432137,24753dd3c877c30ce0e34503c62849d0,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP026945,2.38274e-05,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_014169655.1,NZ_AP022239.1,114365,1,"NZ_AP022239.1 Acinetobacter baumannii strain WP8-W18-ESBL-11 plasmid pWP8-W18-ESBL-11_1, complete sequence",1.0,114365.0,0.4128535828269138,f879bf63ad09c78da3ddb9a24c281c9a,rep_cluster_718,002191__CP004359_00001,-,-,-,-,-,-,non-mobilizable,CP026128,0.0164427,Acinetobacter baumannii,AB114,AJ692,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_014218315.1,NZ_AP023327.1,84396,3,"NZ_AP023327.1 Acetobacter aceti strain JCM20276 plasmid pAAJCM20276_1, complete sequence",1.0,84396.0,0.5310085786056211,8ad1cba4364e74e71ecc75e9f87cc5ea,-,-,-,-,-,-,-,-,non-mobilizable,CP038232,0.151946,Swingsia sp. F3b2,AE383,AO154,-,-,-,-,-,-,-,True,available,<100 kb
GCF_014322245.1,NZ_CP047974.1,103751,1,"NZ_CP047974.1 Acinetobacter baumannii strain DETAB-P2 plasmid pDETAB1, complete sequence",1.0,103751.0,0.4212103979720677,9c535d08705a26188976fafac3e6d35d,rep_cluster_718,002191__CP004359_00001,-,-,-,-,-,-,non-mobilizable,CP018333,0.00869309,Acinetobacter baumannii,AB114,AJ693,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_014705785.1,NZ_CP061518.1,110965,1,"NZ_CP061518.1 Acinetobacter baumannii strain CFSAN093709 plasmid pCFSAN093709, complete sequence",1.0,110965.0,0.4161762717974136,326a1e4969b8a41ddde75bac0d472a56,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP024125,0.0,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_014705805.1,NZ_CP061515.1,110967,1,"NZ_CP061515.1 Acinetobacter baumannii strain CFSAN093710 plasmid pCFSAN093710_1, complete sequence",1.0,110967.0,0.4161687708958519,476ad709141fd678b3b20d431772a9cb,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP024125,2.38274e-05,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_014705845.1,NZ_CP061524.1,110967,1,"NZ_CP061524.1 Acinetobacter baumannii strain CFSAN093706 plasmid pCFSAN093706, complete sequence",1.0,110967.0,0.4161687708958519,d47953956d840102df4e1f908a78029b,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP024125,0.0,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_014705865.1,NZ_CP061522.1,110964,1,"NZ_CP061522.1 Acinetobacter baumannii strain CFSAN093707 plasmid pCFSAN093707, complete sequence",1.0,110964.0,0.4161800223495908,1e92c9fb3624ea834e031283ebf133bf,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP024125,2.38274e-05,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_014705885.1,NZ_CP061520.1,110967,1,"NZ_CP061520.1 Acinetobacter baumannii strain CFSAN093708 plasmid pCFSAN093708, complete sequence",1.0,110967.0,0.4161687708958519,6a8c92c6a1a9488c13ff7ff89a12a8e2,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP024125,0.0,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_015571935.1,NZ_CP062920.1,113139,1,"NZ_CP062920.1 Acinetobacter baumannii strain Res13-Abat-PEA21-P4-01-A plasmid unnamed1774, complete sequence",1.0,113139.0,0.4151795578889684,1050c1539c1796ef39a018ebda4959c8,rep_cluster_718,002191__CP004359_00001,MOBP,NZ_AEOY01000096_00007,-,-,-,-,mobilizable,CP026128,0.0161637,Acinetobacter baumannii,AB114,AJ692,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_016350085.1,NZ_CP066239.1,11508,2,"NZ_CP066239.1 Acinetobacter baumannii strain G20AB007 plasmid pG20AB007-2, complete sequence",1.0,11508.0,0.431091414668057,698f4b77c201cccfe9c4ac0a7519ba6c,-,-,-,-,-,-,-,-,non-mobilizable,CP038232,0.142009,Swingsia sp. F3b2,AE383,AO154,-,-,-,-,-,-,-,True,available,<100 kb
GCF_022558965.1,NZ_CP041717.1,268632,37,"NZ_CP041717.1 Acidiphilium multivorum strain JZ-6 plasmid unnamed1, complete sequence",1.0,268632.0,0.6230754340510438,b2b1820c8e1c851da025955478abd850,-,-,-,-,MPF_I,NC_009468_00174,-,-,non-mobilizable,NC_009468,0.113823,Acidiphilium cryptum JF-5,AD773,AN428,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_030252425.1,NZ_CP126998.1,13289,1,"NZ_CP126998.1 Acidisoma sp. PAMC 29798 plasmid unnamed4, complete sequence",1.0,13289.0,0.5769433365941756,bfdfdefece422af300ff8bdc7ee33911,-,-,-,-,-,-,-,-,non-mobilizable,CP031654,1.0,Escherichia coli,AA379,AI397,-,-,-,-,-,-,-,True,available,<100 kb
GCF_030996345.1,NZ_CP118748.1,22000,1,"NZ_CP118748.1 Acidithiobacillus sp. AMEEHan plasmid p2, complete sequence",1.0,22000.0,0.6008636363636364,40f7493a8f0c10c97acf2dc118b52f3b,-,-,-,-,-,-,-,-,non-mobilizable,CP028882,0.295981,Borreliella bavariensis PBi,AA391,AI413,-,-,-,-,-,-,-,True,available,<100 kb
GCF_017726575.1,NZ_CP072306.1,55356,1,"NZ_CP072306.1 Acinetobacter baumannii strain KSK Sensitive plasmid p1KSKSensitive, complete sequence",1.0,55356.0,0.3941216850928535,1f468143a72267eaec3647ef4b9a5f70,-,-,-,-,-,-,-,-,non-mobilizable,CP039342,0.000215742,Acinetobacter baumannii,AG218,AQ239,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,<100 kb
GCF_017753625.1,NZ_CP072527.1,113682,1,"NZ_CP072527.1 Acinetobacter baumannii strain DETAB-E227 plasmid pDETAB4, complete sequence",1.0,113682.0,0.4197410320015481,4c09e573fb5a7420898d1d841b900036,rep_cluster_718,002191__CP004359_00001,-,-,-,-,-,-,non-mobilizable,CP006769,0.0116661,Acinetobacter baumannii ZW85-1,AB114,AJ691,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
GCF_018454385.1,NZ_CP075322.1,110967,1,"NZ_CP075322.1 Acinetobacter baumannii strain DD520 plasmid pDD520, complete sequence",1.0,110967.0,0.4161417358313733,baad972e5e9f90502ce2552991a9e779,rep_cluster_718,002191__CP004359_00001,MOBP,NC_020524_00069,-,-,-,-,mobilizable,CP026945,2.38274e-05,Acinetobacter baumannii,AB114,AJ690,genus,Acinetobacter,genus,Acinetobacter,-,-,-,True,available,≥100 kb
